QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Difficulty	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	QuestValueStr1	QuestValueStr2	QuestValueStr3	QuestValueStr4	QuestValueStr5	QuestValueStr6	QuestValueStr7	QuestValueStr8	IsUseScriptedItem	QuestFinishedObjective	QuestFailedObjective
7784	你不说我不说	<G>唐焱让你去查查这群窃火者的来历。	<G>正好，刚又有个不怕死的家伙妄图偷盗内核火源，被我逮住了。\n<H28><G><F174 唐焱笑眯眯地踢了踢身旁绑着的人。>\n<H28><G>去问问他的来路，好好招呼一下他。	<G>这小子想来跟我们唐门有些关系。	<G>怎么样？他招了吗？	<G><F174 唐焱接过你取来的暗器，看了看。>\n<H28><G>确实是我唐门之物。哼哼！这群臭小子，又来捣乱了啊。这次我非告到他们师父那里去不可。就会欺负师弟师妹。\n<H28><G><F174 唐焱转身轻踹了蒙面人一脚。>\n<H28><G>果然不出我所料，每次都是你们这些家伙。居然打不过师弟师妹，真丢人。		0					0					询问窃火者								0	回复唐焱。	
7785	机关秘术·火	<G>根据唐焱的指导完成他身边的喷火机关。	<G>都是这些家伙捣乱耽误了半天时间，现在继续试炼吧。下面将是你火机关区域试炼的最后一步。\n<H28><G><F174 唐焱郑重地拿出一个盒子。>\n<H28><G>这是<F171 喷火机关零件盒>，看见我身旁<F173 未完成的喷火机关>了吗？我只能告诉你这个机关还差六步操作就能完工，至于具体操作，需要你自己对着机关使用零件盒进行摸索。记得机关完成的时候赶紧跑开，要是被这机关喷上一口可不好受。加油！	<G>我想这点机关术应该难不倒你。	<G>细心些，你肯定能完成。	<G>不错，我果然没看错你，完成得非常好。\n<H28><G><F174 唐焱赞许地拍了拍你的肩膀。>\n<H28><G>恭喜你！顺利通过了火区机关试炼。		0					0						完成喷火机关							1	回复唐焱。	
7786	山石为土	<G>唐焱指示你前往机关区域·土，向唐磊报道。	<G>别得意忘形，虽然你已经通过了火区机关试炼，但是这仅仅是个开始，下面你将要进入更加困难的土区机关试炼。你的师兄<F173 唐磊>已经在那等候。\n<H28><G>你<F173 沿着坡上去>就可看到他。沿途有不少滚石机关，多小心，去吧，祝你能早日出师。	<G>出色的第一步就是你成功的基石。	<G>又是个初生牛犊不怕虎的家伙。	<G>欢迎来到机关术土区，你能通过火区试炼，倒还真有些本事。不过我土区的机关可就不是那么容易过的。		0					0													0		
7787	机关术·土	<G>听唐磊介绍机关术·土。	<G>所谓机关，并不是一定要直接用机关伤人，也可借机关之力操纵他物，借力使力，使之有了伤人的本事。\n<G>而土系机关，顾名思义，就是土类的机关。你肯定很奇怪，土怎么做机关？别着急，看到那些大石头了吗？玄机就在那里。	<G>我这关可不好过。	<G>我这关可不好过。	<G>哈，<C>，要放弃趁早。		0					0													0		
7788	滚木礌石	<G>听唐磊介绍滚木礌石的制作方法。	<G>滚石的厉害，想来你已经领教过了。这看似简单的滚石，在我唐门手上就发挥出了超出常规的威力。\n<G>通常人力推动滚石，需要合二人之力，且只能从高坡上推下，需要一定加速后方才有些威力。\n<G>但是我唐门制作了机括，省却费事的人力，滚石弹出的速度和力道都大大增强，同时在滚石上安装了小型机括，使得滚石不必再依赖坡道，平地也可快速运动，还能改变方向，调整速度，敌人甚至连逃命都成为了奢望。\n<H28><G>哈哈，听起来很可怕吧。但是做起来一点都不难，我们唐门最擅长的是就地取材，选用普通的石头即可。	<G>任何简单的东西到了我唐门手里，都能发挥出巨大的威力。	<G>任何简单的东西到了我唐门手里，都能发挥出巨大的威力。	<G>你能进入唐门学习机关暗器之术，真是你八辈子修来的福气。		0					0													0		
7789	引石入洞	<G>参观唐门的独特秘术引石后，向唐磊询问下一步试炼。	<G>滚石的制作原理想来你已听得很明白，现在就给你示范看看。你去<F173 塑像正西边区域>，记住，一定要是正西边区域，<F171 自会有你的师姐向你演示滚石的机关之术>。	<G>快去西边的空地，你的小师姐在那里等着呢。	<G>快去西边的空地，你的小师姐在那里等着呢。	<G>哈哈，你入我唐门日子尚浅，需要学习的东西还很多。今日暂且就教你一点粗浅的皮毛便罢。		0					0					观看引石入洞演示								0	回复唐磊。	
7790	七步成尸	<G>唐磊让你实际操控一下礌石的运动。	<G>原理你已知晓，示范操作你已看过，现在就让你亲自来体验一下滚石的威力。\n<H28><G>你拿着这<F171 滚石机关匣>，对<F171 塑像东侧>，也就是我身后的这些<F173 大滚石>中的<F173 某一个>操作<F171 七次>，看你能不能让石头滚动。石头滚动的方向我已经设置好了，不用担心它会胡乱滚动压到无辜者。\n<H28><G>若是你对某个滚石的操作未满七次，而石头却滚动了，说明之前已经有师兄对那滚石操作过了。	<G>这滚石机关体验得如何了？	<G>这滚石机关体验得如何了？	<G>不错不错，想不到你领悟力挺强的。		0					0					操纵滚石								1	回复唐磊。	
7791	波涛由我	<G>唐鑫让你前去机关区域·水，向唐淼报道。	<G>恩，金系机关的试炼你已经完成，你就赶紧走吧，呆在我这里可没好果子吃。<F173 机关区域水>的<F173 唐淼>还等着你呢。\n<H28><G><F174 唐鑫扭捏着笛子。>\n<H28><G>哼，前面那个小妮子，可不是好惹的。过去的路上千万小心，那个坏妮子到处装了地雷，若是被炸到，可不是什么趣事。\n<H28><G>哦，还有，你唐淼师姐喜欢随处打坐调息，若是你找不见她，肯定是她又在哪里提升心境。	<G>那个小妮子，头发又黑又亮。	<G>唐门重地，何人擅闯？！	<G>那个死娘娘腔又放人过来了，怎么样？一路上的地雷阵滋味不错吧。		0					0													0		
7792	机关术·水	<G>听唐淼介绍机关术·水。	<G>这里是机关水区，所以这里的机关都是以水为主。别看水柔顺无害，但是换一种方式，水能吞噬天地。唐门的机关术中最简单的就是利用机关控制水流速度和方向。\n<H28><G>不过任何机关材料长期与水接触都会受到腐蚀，因此如何减少机关的损耗，寻找更合适的机关材料，一直是我唐门研究的课题。\n<H28><G>你若是有兴趣可以去研究一下水域中那漩涡机关。	<G>水是万物之母，以柔克刚，说的就是水的能力。	<G>水是万物之母，以柔克刚，说的就是水的能力。	<G>我水系机关可不是做出来唬人的。		0					0													0		
7793	为有源头活水来	<G>听唐淼介绍机关水域的秘密。	<G>唐门神机山是一个奇异的地方，也是唐门的机密之地。此处不仅有高温的岩浆，还有比冰还冷三分的水。\n<H28><G><F174 唐淼看着你怀疑的眼神，肯定地点了点头。>\n<H28><G>是水，不是冰。其实这都是神机山的自然力量，我们唐门先祖只是借着地利，建造成了这样宏伟的机关城。先祖将冰寒水与唐门的机关之术相结合，便形成了你现在看到的这片水域。	<G>自然的力量是最强大的。	<G>自然的力量是最强大的。	<G>最令人惊异的是，此水从未断流过，百年如一日的冰冷，到现在都没有人明白这是怎么回事，我们只能感叹大自然的神奇。		0					0													0		
7794	死水水种	<G>唐淼让你收集一些死水水种。	<G>自从我们唐门在这里建造好机关后，每过一段时间都会出现一个状况。这些冰寒水虽然一直在流动，但是在与唐门机关磨合过程中，总是会出现死水，若是不处理掉，机关就会卡住。\n<H28><G><N>你看，就在<F173 水域的周边>有很多<F171 死水水种>，你现在的任务就是清理掉那些死水水种。	<G>在水边呆久了，浑身都冰凉冰凉的。	<G>在水边呆久了，浑身都冰凉冰凉的。	<G>看来你的忍耐力不错，能够在冰寒水中取回水种。无须多问，让你取回来，自然是有用的。		0					0													0	将死水水种交给唐淼。	
7795	调制活水	<G>根据唐淼的指示调制活水。	<G>这漩涡机关的设计者无法让此机关不产生死水水种，但却研究出了如何将这死水变为活水。\n<H28><G><F171 你看对面有四组大小水桶，你过去操作其中一组的大桶开始调制，我会指导你该按何种顺序操作那组中的四个小水桶。你待我演示完八个操作步骤顺序后，再依样画瓢操作一遍即可>。若是你做错一步或是所用时间超出了预计，试炼就算失败了哦。届时请来我这里重新接取试炼。	<G>我的试炼可没那么容易过。	<G>我的试炼可没那么容易过。	<G>恩，看你还是有点小聪明，算你过关。		0					0					调制活水								0	回复唐淼。	
7796	机关漩涡	<G>听唐淼介绍机关漩涡。	<G>机关漩涡的厉害之处就在于虚中有实，实中有虚。普通人看到这个机关，第一反应都是那个漩涡非常危险不可靠近，选择走漩涡外地水域，其实他们这个时候已经踏上死亡之路。\n<H28><G><F174 唐淼看你恍然大悟的表情，得意地笑了。>\n<H28><G>不错，看来你已经想到了。真正危险的正是外围水域，反而漩涡看似凶险，实在毫无伤害，漩涡下的机括正是用来产生漩涡，迷惑敌人，并不会对人体产生吸力。\n<G>若是想通过这片水区域，只需从漩涡通过即可，漩涡之中可以暖身，漩涡之外却会有寒冰刺骨的感觉。但是寻常人都会被这个机关迷惑，觉得漩涡非常危险，设计者正式抓住了人们这种心理。\n<G>刚才你采集死水水种之时，有我的气劲护你，故并没有真正体会到那水的厉害之处。	<G>能够利用人的弱点创造机关，这是机关术的最高境界。	<G>能够利用人的弱点创造机关，这是机关术的最高境界。	<G>是不是觉得唐门像在创造奇迹？总有一天，你也可以的。		0					0													0		
7797	漩涡填种	<G>唐淼让你给机关漩涡填补活水。	<G>若是要维持这机关漩涡，需要定期向其中添加活水。\n<G>现在就给你个机会去体验一下这漩涡的奇妙之处。拿好这个<F171 活水水种>，进入<F173 机关漩涡中心的龙头区域>，<F171 使用你身上的活水水种即可>。快去快回，我在这里等你。	<G>机关术的玄妙可不是你这些刚入门的弟子能领会到的。	<G>机关术的玄妙可不是你这些刚入门的弟子能领会到的。	<G>你这人脑子还算灵光，就算你完成本区试炼了吧。		0					0					为漩涡填补水种								1	回复唐淼。	
7798	万箭齐发	<G>前往神机山机关区域·金，向唐鑫报道。	<G>恭喜你，顺利通过了机关土区的试炼。其实这都不算是试炼，只是体验一下我唐门的机关之术。现在你该到机关金区报到了，你的师兄<F173 唐鑫>将会在那里迎接你。\n<G>你是否要歇息片刻？这条上山路布置了之前你所见的喷火机关和滚石，通过之时最好打起十二万分的精神，切莫被机关伤到。\n<H28><G><F174 突然，唐磊凑近你神秘兮兮地说了一句：>\n<H28><G>你可得小心啊，那个唐鑫，嘿嘿，可是个娘娘腔。	<G>上山之路凶险颇多，你还是小心为上。	<G>前面那两个蛮汉，就会放水，哼！	<G>恩恩，看起来你还没受多少伤，细皮嫩肉的，我还真不忍心呢。		0					0													0		
7799	机关术·金	<G>听唐鑫介绍机关术·金。	<G>既然那两个莽汉都跟你讲了各自的机关术，我也跟你讲讲咱们这金系机关术的特殊之处。\n<H28><G><F174 唐鑫低头转着笛子，自顾自地说了起来。>\n<H28><G>我金系机关与箭弩有关，我们唐门弟子随身携带的千机匣也是机关，它的优点就是小巧。\n<G>不过作为神机山用于防御的机关，可不能小巧可人，那是实打实的大家伙，大面积的打击力让敌人闻风丧胆。	<G>你可得仔细听好。	<G>你可得仔细听好。	<G>好生学着，这金系的机关可是咱唐门机关术的精华。		0					0													0		
7800	回收箭弩	<G>唐鑫让你帮他收集废弃的箭矢。	<G><C>你来的正是时候，我可不想弄脏我的手指。那些地上的箭矢看到了吧，这些箭矢制造不易，绝不能就这么丢弃。你快去把那些<F171 废弃的箭矢>捡回来。	<G>哎，新来的，你看我发型漂亮吗？	<G>不知道谁想出来的，给我派这么个又脏又累的差事。	<G>箭矢捡回来啦，很好很好。哎呀！别碰我！\n<H28><G><F174 唐鑫看着你递到面前的箭矢避之不及。>\n<H28><G>放那边，放那边就行。那么多灰，怎么能让我用手拿呢？		0					0													0	将废弃的箭矢交给唐鑫。	
7801	明枪易躲暗箭难防	<G>听唐鑫讲述如何再利用废弃的箭矢。	<G>既然箭矢捡回来了，下面我就给你讲讲如何将这些箭矢再利用。\n<H28><G><F174 唐鑫用笛子逗了逗地上的鹦鹉。>\n<H28><G>箭矢再利用看似简单，其实学问很大。说起来就是将箭矢的箭头磨得锋利一些，再抹上一些需要的毒药或是燃料。不过我们机关用的是机关连弩，一定要记得给箭矢的特定部位，也就是与机关接触的部位，涂上些油，以起到润滑的作用，延长机关的使用寿命。	<G>你可听明白了？	<G>你可听明白了？	<G><F174 唐鑫抽出一支箭矢，在上面比划了一下。>\n<H28><G>恩，就是这么简单了。		0					0													0		
7802	安放暗箭	<G>唐鑫让你给机关连弩补充箭矢。	<G>我这里有些已经处理好的箭矢，你拿着这些<F171 箭矢>，分别安置于<F173 我身后四个机关连弩的暗箭槽中>。莫看这机关只有四个弩，其实里面大有文章。若是有敌人来犯，这机关才会真正开启。届时四弩就会转动起来，配合其射箭之奇速，实在是难有人全身而退。快去吧，一切完成后再来回话。\n<H28><G>安置时要小心，莫被箭尖割破皮肤染上毒药。	<G>暗箭可曾安置好了？	<G>暗箭可曾安置好了？	<G>干得很好，恩，<C>，我很欣赏你哦。		0					0					安放暗箭								1	回复唐鑫。	
7803	真万箭齐发	<G>唐鑫让你去测试暗箭机关。	<G>弩箭安装你已经学会，下面就让你见识一下这机关弩的威力。\n<H28><G>东边有个小峡谷，谷口安置了一个机关弩。你进入那峡谷，将这<F171 稻草人><F173 安插在峡谷最里面>，再退到峡谷口，开启那<F171 暗箭机关>。	<G>可曾见那暗箭机关的威力？	<G>可曾见那暗箭机关的威力？	<G>唉，我就是心软，给的试炼那么简单。不过呀，你可得小心淼儿的试炼，那可真是生死之试。		0					0					安放稻草人	测试万箭齐发							1	回复唐鑫。	
7804	鬼斧神工	<G>前往机关区域·木，向唐森报道。	<G>在前面机关木区迎接你的人叫<F173 唐森>。\n<G>这唐森小师弟沉默寡言，总是沉浸在自己的世界之中。不过他极有天分，在机关术一脉所领悟的远远在我之上。\n<H28><G>你<F173 穿过这水域，走过那座桥，上一段坡>，就能看见他了。你大可放心，他不会太过为难你，因为他根本就没有时间和心力去想这些事情的。	<G>快去吧，可别误事。	<G>飞鸟，机关，飞鸟……	<G>哦，你来了，恩，试炼，知道，你先待会儿。		0					0													0		
7805	机关术·木	<G>听唐森介绍机关术·木。	<G>恩，这里就是神机山最后一个机关区域，木区。这里都是以木制机关为主。虽然你在唐门已经见识过很多机关，但这里是神机山。神机山各区域的机关之术与堡中大不相同，自成体系。\n<H28><G>我最喜欢的就是设计，看到我的小屋了吗？里面都是我唐门机械的设计图纸，虽然总管不许让他人看，不过都是同门，大家相互交流才是。	<G>机关术需要多交流才能有创新的设计。	<G>机关术需要多交流才能有创新的设计。	<G>给我看看你们的千机匣。\n<H28><G><F174 说着说着，唐森就夺过了你的千机匣查看起来。>\n<H28><G>恩，这里的设计徒有其表，这里设计不太合理，这个插槽能放得箭矢太少，可惜可惜，真该让你见识一下我设计的千机匣，不过已经被总管收走了。		0					0													0		
7806	大型机械	<G>听唐森介绍唐门的大型机械。	<G>你初时游历唐门各处，想来已经见识过唐门各种的种种木制机甲，吊车，重弩车等等。其实并不是机械大就笨重就简单，也不是机关小就一定精细复杂，大小并不能成为衡量他们技术水平的标准。有时候大机械反而会比小机关还要精妙。	<G>机关术的世界充满了未知。	<G>机关术的世界充满了未知。	<G>看来你对这些并没有什么研究，你现在只要记住我所说的就好，日后定会用得着。		0					0													0		
7807	机关神鸟	<G>唐森让你体验一下机关神鸟。	<G>说了这么多，如果不让你自己去体验一下，你是无法深刻领会这其中的道理的。\n<H28><G>人类一直都梦想着像鸟儿一样的飞翔，你是否也有过这样的向往？现在就让你体验一下飞翔的感觉吧。看到平台上的<F171 机关朱雀>了吗？你过去操作一下机关朱雀，就能感受风的自由。	<G>飞翔，是一种自由的向往。	<G>飞翔，是一种自由的向往。	<G>什么？！那机关朱雀无法起飞？\n<H28><G><F174 唐森听完你的叙述，眉头皱了起来。>\n<H28><G>这定是有人做了手脚，不知他们有何企图。		0					0					操作机关朱雀								0	回复唐森。	
7808	奸细	<G>唐焱让你找出偷师的奸细。	<G>我已经检查过了，机关朱雀的设定出现了偏差，致使其无法起飞。这种低级的错误定然不是我唐门弟子所为，看来有外人潜入。\n<H28><G><N>，你现在就去通知我<F173 木机关区域的唐门弟子>前来我这里，揪出那些<F172 偷师的奸细>。	<G>奇怪了，怎么会有外人能潜入这里？	<G>奇怪了，怎么会有外人能潜入这里？	<G>唉，要是想学习直接来找我探讨不是更好吗？可惜，可惜。发生了这种事情，你赶紧去回报总管，我就在此静候总管的吩咐，不可再让外人有可趁之机。		0					0					找出偷师的奸细								0	回复唐森。	
7809	机关城	<G>唐森让你去机关城向唐崇报告发生的事情。	<G>恩？试炼？啊，对了，试炼。我跟你交流起来很愉快，几乎忘了此事。你这次帮了我大忙，就算你木系机关区域试炼完成。你赶紧去机关城中，找到总管<F173 唐崇>，他就在进了<F173 机关城门左拐直走的大屋>中，向他汇报一下这里的事情。	<G>其实我更喜欢专心研究机关术。	<G>这里就是唐门的不示之秘，机关城。	<G><F174 唐崇听完你的回报，不以为意。>\n<H28><G>此事定是本门的外姓弟子前来偷师学艺，外姓弟子难以接触到唐门真正厉害的机关，难免会有些出格的事情，小小的惩治一番便是。		0					0													0		
7811	何为机关城	<G>听唐崇介绍何为机关城。	<G>看来你确实是很有天赋，你们这些佼佼者就是唐门的将来。你已来到机关城，我就简单向你介绍一下机关城。\n<H28><G>机关城里并没有多少机关，所有的机关都是布置在了上山之路。机关城是唐门最后的根据地，当敌人来袭，实在退无可退时，机关城就是最后的避难所。届时沿途上山的机关将会全开，那可不是你试炼所遇到的机关所能媲美的。全开的机关将会让敌人死伤惨重，无法前行。\n<H28><G>就算如此，你也不必担心机关城会被孤立。我们有机关朱雀可以自由来去，货物补给则有吊车搬运，是不是非常完美。	<G>机关城是非常强大的。	<G>机关城是非常强大的。	<G>是不是觉得自己身为一个唐门弟子，非常自豪？震撼，这就是唐门。\n<H28><G><F174 唐崇看着你年轻的脸，微微一笑。>		0					0													0		
7812	参观机关城	<G>唐崇让你参观机关城的四个区域。	<G>机关城分为四个区域，一是西北部为生活区，并无什么重要之物，东北部乃是主事、唐门机密书记卷轴储藏之处，东南部为神机山主要的机关控制枢纽，西南部则是负责补给、机关吊车运输之处，也是一个秘密的机关毒药研发之地。\n<H28><G>听完了机关城的来历和布置，你一定非常想看看这个机关城到底是个什么模样。别急，我已经吩咐下去，让他们减少了机关城内的巡逻机关，现在你可以前往四处参观。	<G>机关城是唐门历代人的心血结晶。	<G>机关城是唐门历代人的心血结晶。	<G>已经参观完了？很好，我正好写完了你的试炼评价，待会我就安排你回堡。		0					0					参观机关城·一	参观机关城·二	参观机关城·三	参观机关城·四					0	回复唐崇。	
7813	出师！	<G>乘坐机关朱雀回唐家堡向唐老太太禀报。	<G>你的<F171 出师报告>在此，<F173 机关朱雀>也已准备妥当。你速回唐家堡向家主禀报吧，家主一定等了很久。	<G>整日守在这里，不如看看书……	<G>怎么样，年轻人，试炼可还顺利？	<G><F174 唐老太太结果你递上的书信，拆开看了一遍。>\n<H28><G>老身果然眼光不差，<C>，你确实是我唐门少有的精英弟子，恭喜你，你已经顺利完成出师试炼，现在你就可以去闯荡江湖了。		0					0													0		
7821	除邪惩恶	<G>茶馆老板娘赵云睿请你击杀当地横行乡里、臭名昭著的恶霸。	<G>有云的地方就有天下，有人的地方就有江湖！至于有茶的地方么，我觉得就有快意恩仇！\n<H28><G>每日茶馆这里都是人来人往熙熙攘攘，众多江湖中人喝茶闲谈时总会不经意地走漏些许江湖秘闻，我虽只是个平民百姓，但知道的东西绝对不亚于一个老江湖。\n<H28><G><F174 老板娘向你挤了挤眼，降低声音悄悄说道。>\n<H28><G>有些话不能大声说出来，你是知道的。我看你也是个行走江湖的好手，眼神中英气勃发，不像是个坏人，就透漏个秘密给你听。最近隐元会通过我这茶馆发出秘密执行的罚恶令，希望打抱不平的江湖好手能够惩治<F173 洛阳>的<F172 宋笑声>、或是<F173 长安>的<F172 白萍>、或是<F173 扬州>的<F172 土肥原次郎>或<F173 成都>的<F172 巫蛊丘大祭祀>。他们都是横行乡里、无恶不作的大恶霸，实在是死不足惜。\n<H28><G>你心中若是还有为世间打抱不平的侠义之心，就请接下这罚恶令，还世间一个朗朗乾坤吧！	<G>吃茶去！	<G>吃茶去！	<G>豪俊为时出，清气满乾坤！		0					0													0	将恶徒随身信物交给赵云睿。	
7822	可恶的偷茶贼！	<G>茶馆老板娘赵云睿请你去除掉偷茶的野兽。	<G>哼，可恶的偷茶贼！被我逮到非拔了它们的皮不可！\n<H28><G><F174 老板娘气得俏脸通红，咬牙切齿道。>\n<H28><G>哎呀，被你看到老娘……不，美女我生气的样子了啦，真是不好意思！哦呵呵！\n<H28><G>其实是这样子的，最近不知为何茶馆外的林子里出现了一批野兽，老是趁我们不备偷走珍藏的茶叶“青湖仙茗”。可否请你除掉这些厚脸皮的偷茶野兽？它们太灵活了，我们这些普通百姓很难对付得了它们。\n<H28><G><F173 长安>的<F171 警觉的鹿>、<F173 洛阳>的<F171 野狐狸>、<F173 扬州>的<F171 野狼>、<F173 成都>的<F171 雄鹿>都有可能是偷茶野兽。	<G>这些毛贼太放肆了！	<G>这些毛贼太放肆了！	<G>这些毛贼可真是自讨无趣啊，哈哈！		0					0													0	将青湖仙茗交给赵云睿。	
7823	神机之道	<G>接受唐迎迎的机关术考核。	<G>嘿嘿，既然老夫人有了妙计，勒会我们还不吓得那些万花的宝器哈戳戳咧！\n<G><C>你莫急，去肯定让你去，你先通过我得考验啥。	<G>今年万花又不晓得搞了些啥子鬼名堂。	<G>唐家堡雄起，我们要给唐门扎起！	<G>也，看不出来，你娃娃还是嘿不错嘛，好好努力哈。		0					0					完成唐迎迎给你的考核								0	回复唐迎迎。	
7824	机缘之至	<G>唐迎迎让你去看唐门论道弟子使用机关匣。	<G>我们唐门凶得很，哪个不是人才嘛。又懂机关，又懂药理，刺杀、陷阱还黑么凶，每会儿这些万花的瓜娃子来跟我们耍，黑多门人都要来看。那边已经开场老，你快点去啥，晚老就看不到老哈。\n<H28><G>对头，跟你说哈，只能在旁边看，莫要去冒皮皮哦。	<G>看热闹啦，跑快点也，哈哈没得了哟！	<G>啷个样？啷个样？好恼火哟，我都不能过去细看。	<G>勒个机关匣是唐门的门派武器，刚才你看老师兄的演示，不晓得你掌握没得。机关匣你豆先收好嘛，今后要多练习。		0					0					观看唐门论道弟子比试								0	回复唐迎迎。	
7825	大任于斯	<G>唐迎迎让你向唐门初级弟子挑战，然后将结果回报给唐老太。	<G>嘴皮皮冒得凶不如亮个招子。刚刚学到的东西你晓得好多，就去请师兄些给你指点哈。<F171 木桩附近有很多唐门初级弟子>，去向他们虚心求教吧。如果表现得好，就回去给<F173 唐老太太>汇报下你的武学修习进展情况。\n<H28><G>对了，你第一次使用唐门的独门武器，我有一点要叮嘱你。唐门武器——<F171 机关匣的使用必须依赖弩箭和机关>。唐门之人都掌握制造弩箭和制造机关两种技能<F172 （点开武学面板，在江湖防身武艺中就能找到这两个技能。）>。<F171 然后将背包中的弩箭和机关装备到身上>便可使用机关匣了<F172 （打开背包，右键点击弩箭和机关）>。	<G><C>，看你乖得很也，认我当姐姐啥，我黑罩得住哟。	<G>武学之道没有捷径，惟有用心方可精进。	<G>你做得很好，年轻人。唐门不是一个轻松的地方，但是一定有你想要的东西，继续努力，也不枉老身栽培你一番。		0					0					向唐门初级弟子挑战								0	回复唐老太太。	
7827	公平交易·阳羡茶	<G>茶馆老板娘赵云睿请你设法从茶叶商人黎恺那里获取阳羡茶。	<G>仙子须尝阳羡茶，百草不敢先开花。\n<H28><G><F174 美丽的老板娘赵云睿轻吟道。>\n<H28><G>阳羡茶又称“毗陵茶”、阳羡茶“阳羡紫笋”和“晋陵紫笋”，早在三国孙吴时代便已名弛江南。采集焙制后的成品茶条形紧直锋妙，色翠显毫。沏泡后，汤色清澈，叶底匀整，清香淡雅，滋味鲜醇，回味甘甜，沁人肺腑。\n<H28><G>如今茶馆里来了个生面孔的大茶商黎恺，长得挺俊的，手里也有许多名茶，其中之一就是上品的阳羡茶。只是他要价太高，我负担不起，所以就只好另想他法，可否请你帮忙，设法得到<F171 一组大黄>来跟<F173 黎恺>交易<F171 阳羡茶>呢？\n<H28><G><F171 大黄可以通过神农采集获得，也可在交易行里购买到。>	<G>仁风暗结珠蓓蕾，先春抽出黄金芽。	<G>仁风暗结珠蓓蕾，先春抽出黄金芽。	<G>哎呀，没想到你真的把这事办成了！真是好厉害啊！		0					0													0	将阳羡茶交给赵云睿。	
7828	公平交易·霍山黄芽	<G>茶馆老板娘赵云睿请你设法从茶叶商人黎恺那里获取霍山黄芽。	<G>其状如甲片，叶软如蝉翼。\n<H28><G><F174 美丽的老板娘赵云睿轻吟道。>\n<H28><G>《史记》称：寿春之山有黄芽焉，可煮而饮，久服得仙。六霍旧寿春故也。一曰仙芽，又称寿州霍山黄芽。它外形条直微展、匀齐成朵、形似雀舌、嫩绿披毫，香气清香持久，滋味鲜醇浓厚回甘，汤色黄绿清澈明亮，叶底嫩黄明亮。\n<H28><G>如今茶馆里来了个生面孔的大茶商黎恺，长得挺俊的，手里也有许多名茶，其中之一就是上品的霍山黄芽。只是他要价太高，我负担不起，所以就只好另想他法，可否请你帮忙，设法得到<F171 一组碎肉>来跟<F173 黎恺>交易<F171 霍山黄芽>呢？\n<H28><G><F171 碎肉可以通过庖丁术对10至20级的动物怪庖丁获得，也可在交易行里购买到。>	<G>其状如甲片，叶软如蝉翼。	<G>其状如甲片，叶软如蝉翼。	<G>哎呀，没想到你真的把这事办成了！真是好厉害啊！		0					0													0	将霍山黄芽交给赵云睿。	
7829	公平交易·仙人掌茶	<G>茶馆老板娘赵云睿请你设法从茶叶商人黎恺那里获取仙人掌茶。	<G>茗生此中石，玉泉流不歇。\n<G>根柯洒芳津，采服润肌骨。\n<H28><G><F174 美丽的老板娘赵云睿轻吟道。>\n<H28><G>仙人掌茶，又名玉泉仙人掌，产于玉泉山麓玉泉寺一带。此茶外形扁平似掌，色泽翠绿，白毫披露；冲泡之后，芽叶舒展，嫩绿纯净，似朵朵莲花挺立水中，汤色嫩绿，清澈明亮；清香雅淡，沁人肺腑，滋味鲜醇爽口。初啜清淡，回味甘甜，继之醇厚鲜爽，弥留于齿颊之间，令人心旷神怡，回味隽永。\n<H28><G>如今茶馆里来了个生面孔的大茶商黎恺，长得挺俊的，手里也有许多名茶，其中之一就是上品的仙人掌茶。只是他要价太高，我负担不起，所以就只好另想他法，可否请你帮忙，设法得到<F171 一组红铜>来跟<F173 黎恺>交易<F171 仙人掌茶>呢？\n<H28><G><F171 红铜可以利用采金挖掘获得，也可在交易行里购买到。>	<G>茗生此中石，玉泉流不歇。\n<G>根柯洒芳津，采服润肌骨。	<G>茗生此中石，玉泉流不歇。\n<G>根柯洒芳津，采服润肌骨。	<G>哎呀，没想到你真的把这事办成了！真是好厉害啊！		0					0													0	将仙人掌茶交给赵云睿。	
7830	公平交易·庐山云雾茶	<G>茶馆老板娘赵云睿请你设法从茶叶商人黎恺那里获取庐山云雾茶。	<G>云雾蒸蔚中，吸尽香龙脂。\n<H28><G><F174 美丽的老板娘赵云睿轻吟道。>\n<H28><G>《庐山志》载：庐山云雾茶“初由鸟雀衔种而来，传播于岩隙石罅……”。此茶之芽肥绿润多毫，条索紧凑秀丽，香气鲜爽持久，滋味醇厚甘甜，汤色清澈明亮，叶底嫩绿匀齐，以“味醇、色秀、香馨、液清”而久负盛名。\n<H28><G>如今茶馆里来了个生面孔的大茶商黎恺，长得挺俊的，手里也有许多名茶，其中之一就是上品的庐山云雾茶。只是他要价太高，我负担不起，所以就只好另想他法，可否请你帮忙，设法得到<F171 五根霓霞线或者一组粗布>来跟<F173 黎恺>交<F171 易庐山云雾茶>呢？\n<H28><G><F171 注1：霓霞线可以通过击杀野外生物得到或者在交易行里购买到。>\n<G><F171 注2：粗布可以通过击败10至20级的人形怪获得，也可在交易行里购买到。>	<G>云雾蒸蔚中，吸尽香龙脂。	<G>云雾蒸蔚中，吸尽香龙脂。	<G>哎呀，没想到你真的把这事办成了！真是好厉害啊！		0					0													0	将庐山云雾茶交给赵云睿。	
