id	content
2079	　　然而萧沙经历严纶十年的教导，武学略有成就之后，严纶却发现萧沙心中暗藏阴暗晦涩之念，武学也渐入歧途，心神常为心中恶念所控，又过数年，严纶察觉萧沙竟趁外出之机借武逞欲，武学已渐入魔道，故而生出废徒之心。\n
2080	　　血眼龙王探得此消息，派人潜入谷中，联络三恶，意图里应外合，攻占恶人谷。\n　　那王遗风乃是天纵之姿，虽则谷内生变自是临危不乱。加上当年文小月一案，两人早已仇深似海，因此交手之间，已无半点留情。三大恶人自知背叛王遗风，定然不被轻饶，因此也是豁尽全力，帮助血眼龙王。因此恶人谷硝烟四起，火光滔天。\n
2081	　　不过那龙王方经过西域一战，元气已损，此刻哪里是王遗风的对手。因此三百招过后，渐露败像。三大恶人见势不妙，先行逃走，后辗转至无量山。而血眼龙王与二法王则被擒获。也是龙王命不该绝，王遗风正要动手之时突然半空中划过一道剑气，竟将王遗风等人震退数步。说时迟那时快，几道黑影闪过，龙王等人便不见了踪影。\n
2082	　　公元731年，王遗风自贡桃香楼偶遇文小月，寻得一生挚爱，文小月如清月般的双眸让王遗风沉醉其中，几欲摆脱心中魔念。\n　　血眼龙王察觉不妙，决意大举动手，他准备万全，在王遗风为文小月赎身之日，亲自现身将王遗风引出，以摄魂术遥控桃香楼跑堂趁机谋害文小月，将人头摆在桌上。王遗风发现挚爱被害，心丧如狂，奋起追杀后面跟随而来的萧沙，两人厮杀之中，全然无法顾及周围人之死活，萧沙早有打算，故意引王遗风丧失神智而发狂频频杀人。
2083	　　同时萧沙又令教中弟子纵毒全城，直到王遗风几乎疯狂之时方才抽身而退，疯狂的王遗风令闻讯赶来的巴蜀武林中人如遇魔头，双方激战之下，巴蜀武林又死数人，王遗风清醒之后，深知中了毒计，但百口莫辩，孤傲如他，遭逢惨变，自也不会向人解释，从此人间少了红尘传人，世间多了个屠城血魔之王。\n　　于是江湖传言王遗风屠戮自贡后，进入恶人谷。\n
2084	　　萧沙苦心策划近二十年，才在自贡找到了复仇的机会，他为破坏王遗风与爱侣文小月之幸福，一手导演文小月全家被杀惨剧，并四处做下屠城大案，最终却嫁祸在王遗风身上，终令王遗风无处可去。\n　　然而，王遗风没有因失去爱侣和清名而消沉，反而投入了恶人之谷，并成了十大恶人之首。对萧沙而言，最痛恨的便是王遗风仍然快活安逸的活在人间，而自己最在意的一切都被夺走，自然也要毁去王遗风的一切。\n
2085	　　为了打击恶人谷，萧沙肆无忌惮扩大势力，终被朝廷发现，玄宗发下破立令，围剿大光明寺，令萧沙的野心功亏一篑，也令明教教主陆危楼察觉到教内因血眼龙王引发的危机。于是陆危楼率领忠心部属返回西域，萧沙带着白眉鼠王与青翼蝠王则留在中原大肆报复。从此明教分裂，东西各半。\n　　在察觉到血眼龙王的恶行后，中原武林开始联手，对明教余党进行大力清剿。最终萧沙败于少林老方丈的千手如来掌，囚禁于少林达摩洞第七层里。\n
2086	　　后来在南诏王授意之下，智慧王联合青翼蝠王及白眉鼠王将萧沙营救出来。心高气傲的萧沙逃出生天后，哪里肯受南诏制约。此刻，他心怀怨恨意，只想重返西域向陆危楼复仇。智慧王劝阻无效，只得和血眼龙王立下三月之约，便先行返回瞿塘峡等待。\n　　然而萧沙虽能纠集不少旧部攻击西域明教总坛，却因被囚数十年功力几无进步，被夜帝卡卢比等新任法王耻辱地击退。\n\n
2087	　　萧沙败北后，自是不胜其恼，暗忖若红尘武学全然在身，定不至于如此，心中对王遗风之憎恨更多一分。当下便改道恶人谷，一则夺取《红尘秘意》，二则血洗当年之耻。正是天合人意，恰逢王遗风整饬恶人谷，引起三大恶人不满。王遗风何等雷霆手段，便决意将三人囚禁起来。\n
2088	　　其后萧沙奉拜火教元老议会之命，按照教义杀死了带走圣女阿尼兰达的男子，圣女在他面前悲痛的自杀。\n　　699年，萧沙愈发受到拜火教器重，更被选为法王之一，由于血眼，而得名血眼龙王。\n\n
2091	　　公元698年，萧沙甚至成为拜火教长老的候选，他对阿尼兰达的爱，甚至让他一度忘记了对师父严纶，或许，陪伴阿尼兰达在波斯度过一生是他那时最渴望之事。\n　　然而不测的天意再一次令他走上了崎岖的道路。\n　　阿尼兰达圣女突然为了一个教外的男子背叛教会，这在拜火教中引起轩然大波，也令深爱阿尼兰达的萧沙无法接受，在中原便深埋在心中的怨恨也由此爆发出来，屡次被最为在意的人抛弃，令萧沙愤恨欲狂，也让他下定决心偷学了拜火教“血之眸”禁术，希望能够通过手中的力量扭转自己的命运，他的右眼也成为了蕴含杀意的血红色。
2092	　　而巧合与当时下山的少林方丈和众弟子赶到，而救了谢渊。龙王与方丈实力相当，加上谢渊的话就不太好办了，于是龙王决定暂且离去，而暗藏跟踪谢渊等待时机，并且叫来了蝠王和鼠王帮助寻找机会铲除谢渊。\n　　两年（739年）后，谢渊一列人马到了南屏山望北村，这里是穆天磊的故乡，也是他的居所。而天策行军这两年来在谢渊领导东征西战，虽然百战不殆，但人马相当匮乏。龙王也看准这一时机，甚至与狼牙叛军联手（狼牙当时是谢渊率领部队的攻击目标），攻击谢渊。谢渊将军为不波及望北村百姓，让部队迁出望北村以南十里扎营，但也因为荒郊平坦，地势易攻难守。\n
2093	　　在三法王与叛军联合四面伏击的情况下，加上谢渊部队本来残留不多，于是惨败。谢渊险些被擒拿，而被轻功高于两个明教法王的穆天磊所救，带回望北村，藏于家中。谢渊邀请穆天磊加入自己军队，穆拒绝。\n
2094	　　而后蝠王和鼠王回禀龙王，告知谢渊被救至望北村，且望北村民兵集中，有攻击之意，龙王大笑。带叛军部队从村三个角度外围攻击放火箭。村落被烧，大量村民不得不迁移，穆天磊也将儿子穆玄英交给妻子带走。为了转移村民，本来就薄弱的民兵还分成了三分。只有一份由穆天磊亲自带领。\n　　在负隅顽抗之后，穆天磊被龙王亲手杀死。穆的妻子在其中一队难民中被叛军阻击，而将儿子放置于木桶中带水流冲走，自己上前抵抗叛军，死于蝠王之手。
2095	　　穆夫妇二人为天策援兵赶到争取了时间，天策援兵由游击十骑兵队长杨星云带领赶到，击退了在村中烧杀奸淫的叛军。救出了受伤昏迷中的谢渊，但同时也发现了穆天磊的尸体。天策召集到一同前来支援的少林僧人，请少林高僧设法缉拿三法王，尤其是龙王。\n
2096	　　少林众僧赶到，身着僧兵特制钢甲，防御内功极为有效。对于外功也有很好的防御韧性。当众人都穿着此身配备，少林众僧设计龙王在胜利狂喜中出其不意，引出他。\n　　先以天策部队将双法王的部队与叛军的部队牵制住，由少林僧人结阵单独对付龙王。\n　　最后罗汉阵生效，龙王右臂受伤，攻击力减弱，但戾气大增，欲施展红尘派绝技。他的内力属于红尘一脉，老方丈在达摩洞精研天下武学，知道红尘一脉的内功在戾气大增时有个空缺，也就是红尘内力的练功法门在肩中。于是当少林达摩院首座和戒律院首座攻击龙王双掌时，施展千手如来掌，攻击他的法门。\n
2097	但是龙王震开前两者，转身攻击方丈，方丈的千手如来掌已经炉火纯青，于是龙王不敌，千掌中，漏掉了百掌，先被攻法门，攻击被封，再被攻气门，龙王休克，被擒拿。其余人也被少林和天策俘虏。\n　　至于剩下的两个法王和叛军，叛军溃败，退怯。而两法王见龙王被抓，四处逃窜。尤其是鼠王，所谓抱头鼠窜是也。\n　　谢渊对于穆天磊的死耿耿于怀，命杨星云将穆天磊埋葬在望北村的后山。而村长在返回村中整理穆天磊的遗书中，找到了一份血书，提及希望儿子能力强过自己，才能做到保护他人。谢渊亲自带人寻找穆天磊妻儿，未果。最后带兵在此次防守半年，
2098	并下令随时保护该村的安全。在接到天策讨伐命令之后，离去。\n　　一年后，谢渊难解其对于穆天磊妻儿的执念，离开天策，四处调查南屏山事件。最后查出其中有大部分叛军和击杀百姓的角色里除了明教法王等人，大多数已经逃往恶人谷。于是其为了不再发生南屏山惨剧，率领亲信部队建立浩气盟。\n
2099	　　引子：毛毛原名穆玄英，是天下三剑仁人之剑穆天磊的儿子。当年穆天磊从唐门拜别后，和刘大海道别，回到南屏山，开始训练当地的百姓习武强身，不久之后他便娶妻生子，相比较武林中的争斗来说生活也还算幸福，而他也就仅仅只过了这么些短暂而平静的日子。\n　　光明寺之变后，陆危楼为顾全大局，下令残部大部分退居西域暂时隐蔽，并任卡卢比留居中原探查时局，待有朝一日重返中原。\n
2100	　　明教从此四分五裂。而龙王与麾下并未跟随陆危楼回返西域，而是不甘失败，选择了留下来继续作乱中原。在光明寺之变中，他遇到了当时年轻气盛的谢渊。谢渊率领攻击大光明寺的部分是前锋部队，连斩龙王麾下高手数位，战后筋疲力尽。龙王一见，此人对自己威胁甚大，现在正是铲除后患的绝佳机会，于是大打出手。当时的龙王正当盛年，谢渊虽然也很年轻，但毕竟连战大光明寺，于是在不到三百回合内，就快人头落地。\n
2101	　　隋炀帝杨广登基后，残暴无道，天下共讨之声汹涌如潮。隋炀帝近臣宇文化及在杀掉隋炀帝之后，得到《山河社稷图》，但是其作战指挥实在欠佳，对战李密数战不利，被窦建德全家处斩，《山河社稷图》遂落其手。后窦建德被李世民俘获，《山河社稷图》流入大唐。李渊对其甚为看重，如获至宝，并命人加以修缮，藏于宫室之内。\n
2102	　　血眼龙王萧沙实为隋朝萧铣之后。萧铣为两朝皇亲国戚，祖父为南梁宣帝之子，姑母为隋炀帝杨广之妻--萧皇后。萧沙虽出自风月之地，家道衰落，但是却从其母口中得知了《山河社稷图》一事。加入明教之后萧沙为进一步壮大势力，打击恶人谷，重新打起了《山河社稷图》的主意，终被天策军所察觉，上报朝廷，玄宗发下破立令，召集武林中人围剿明教总坛大光明寺，明教教主陆危楼察觉到教内因血眼龙王引发的危机，从此明教分裂，东西各半。
2103	　　陆危楼带忠心部属回返了西域，虽然此时的中原对于明教来说危险重重，各派武林人士对明教的残余势力穷追不舍，但是萧沙为了拿到《山河社稷图》仍旧带领白眉鼠王与青翼蝠王留在中原，同时大肆报复中原武林人士。早在明教在长安兴盛之时，血眼龙王就和神策军暗中有勾结，一直伺机打探《山河社稷图》的消息。由于李林甫的出卖，萧沙终于从神策军手中拿到了《山河社稷图》。    
2104	　　获得《山河社稷图》的萧沙本欲招兵买马，扩大势力，不想却被少林高手所擒，关入达摩洞内。《山河社稷图》的下落随萧沙一起被埋入了达摩洞中。白眉鼠王与青翼蝠王重伤逃逸，带领手下一众高手隐入巴蜀，同时留下部分地鼠门和蝙蝠帮弟子继续留守中原，打探消息，寻找救出血眼龙王的机会。
2105	血眼龙王被关入达摩洞后数年，皇室终于发现了《山河社稷图》失踪的消息，一时陷入了恐慌之中。身为皇室的李倓偶然中得知了这一消息，认为有机可乘，开始私下调查，最终查到了当年李林甫将《山河社稷图》出卖给血眼龙王一事，睿智的李倓觉得血眼龙王此人可为其所用。恐《山河社稷图》的下落会随着血眼龙王一起埋没，于是暗中相通南诏王皮逻阁，将《山河社稷图》一事透露给了南诏王。意欲反唐的皮逻阁知道《山河社稷图》事关大唐社稷，一心想将其收入囊中。于是派人找回了隐于巴蜀的白眉鼠王和青翼蝠王，许诺能够帮他们救出老大血眼龙王。并且能助他们壮大势力，向恶人谷等一干中原武林复仇，条件则是要得到《山河社稷图》。\n
2106	　　据传《山河社稷图》为隋朝名将杨素监人督造。杨素，历经三朝，南北朝时曾任车骑大将军。杨坚废周立隋之后，拜其为上柱国。隋文帝四年，拜为御史大夫，曾因失言，险些毁其前途。文帝十二年，封为尚书右仆射。和隋朝第一名臣高颖共掌朝政，成为朝臣中二号人物。杨素能文能武，堪称全才，既是大隋朝“功臣莫居其右”的一时人杰，亦是陷害忠良，打击异己，“致国于倾危”的一代奸臣。他和后来的隋炀帝杨广相勾结，将当时的太子杨勇拉下马，夺得了本不该属于杨广的帝位。最后病卒于杨广登基的第二年。
2107	　　《山河社稷图》于隋文帝授命杨素督造，杨素南征北战，统战方法独特，曾为隋朝立下了不灭战功。隋文帝令其以荡寇平乱为由，四处征战，在作战时四处观察地形，绘制《山河社稷图》以求社稷安稳。《山河社稷图》时历五载绘制而成。据传详细至极，大隋境内每一条山径河曲皆录其内。凭借此份地图，交战时能令将领充分了解地形，将地利的优势发挥到极致。\n
2108	　　而这些都在智慧王的计划之内，他趁机偷跑到西南的通道处再次打开同道，进入了密道，想要进入少林达摩洞神秘的第九层，不过他因为贪心，忍不住还是去了中间的夹层，他拿走了少林七十二绝技的前三十技心法和修炼方法。而时间不够，他只得返回第七层，否则密道会自动关闭。\n
2109	　　之后他回到了第七层，而血眼龙王也在十三鹰的协助下逼出了他体内的真气。少林僧人再次赶到，但也只能击败了前十三鹰精英中的二人，而没人能拦得住这时候的血眼龙王。而慧痴后悔瞎了眼，犯下如此大错。于是上前与龙王对抗，达摩院高手众多，同时出手，但是还是败于龙王之下。只剩下慧痴能与龙王交的上百招以上。智慧王使用烟玉让众徒逃出。众少林弟子追之，但一路上阻拦的武功一般的少林弟子几乎被龙王瞬间击倒，少林众僧虽然竭力追击，终究还是被他们逃出了生天。\n
2110	　　由于华秋儿的伤势过于严重，输入真气只能为其暂时续命，慧痴需要取得达摩洞第二层里藏有的续命八丸和天香断续膏才能彻底医好她，便让伪装成道海的智慧王拿他的书信去找方丈玄悲领取通行牌。智慧王在路上命令西域僧人在灵霄峡中捣乱，并故意让少林得知有人意图从后山混入达摩洞。\n  \n
2111	　　方丈下令加强戒备，少林众僧将重兵转移至灵霄峡。而智慧王告知方丈玄悲华秋儿受伤之事，出示书信并获得通行牌，然后返回持国天王殿。但是他知道，光有通行牌而没有高辈分僧人打开同路机关，木甲金刚是不会让他顺利通过的。于是他骗取江湖侠客的同情，利用达摩洞正面防守力量变得稍为薄弱时，帮助他破坏了天王殿中的木甲金刚东方持国天，成功进入了达摩洞第二层。
2112	　　他在进入第七层后，让这些刺客往西北和西南两个方向移动，说是逃出地点，但是实际上那里的僧兵防守非常严密，同时由于被发现，北边和南边的僧兵集合前往西北和西南两个方向，而东边整个空掉了，智慧王利用这个时间段，来到西南的暗门处利用之前计算的精确手法打开了暗门，进入后他发现了前冷血十三鹰的四大精英刺客和血眼龙王萧沙，在交涉后，他用解锁术溶解掉了五人的锁链。带出了五人。
2113	　　而后僧兵在西边战斗后，一部分回到东边，他们对应冷血四精英很有难度，但是非打不可，于是他们开启了战斗，而少林的援兵马上就会到，血眼龙王的全身被注入了少林六大高僧的真气，用来抑制他的戾气，并用合金铁锁控制住他的手脚。使得他的功力无法释放出来。但是现在合金铁锁已经被智慧王给解开了，血眼龙王需要时间逼出体内的六股真气。\n
2114	　　伤势好转的华秋儿醒转之后，智慧王将她兄长华鹤炎的死全部指责到慧痴身上，华秋儿报仇心切，不顾身上的伤对慧痴挥剑相向，但被慧痴阻止并击晕。慧痴用药后让两个弟子将华秋儿带回少林外的居所调养。此时慧痴冷静思考后，发现了“道海”的真实身份，并决定进入达摩洞追回智慧王。
2115	　　但是令他没想到的是，智慧王聪狡非常，利用之前对于达摩洞地图的研究，他悟出了第二层直接通往第六层里层的密道暗码，直接通过密道通往了第六层。然后他再次假扮道海，利用通行令引开了守卫第六层出口的僧兵，并趁其不备时在地上放置了他从书中学到的唐门精密机关。这些僧兵返回原地时不慎被机关困住，智慧王以预先带好的涂毒暗器偷袭他们，全部杀死，再将尸体用障眼法掩藏起来。他利用在僧兵身上搜到的钥匙，陆续救出了各路冷血刺客，并承诺一定能将他们带出地牢，于是各路刺客决定听他指示。\n
2116	　　建宁王暗中相通南诏王皮逻阁，将《山河社稷图》一事透露给了南诏王。意欲反唐的皮逻阁知道《山河社稷图》事关大唐社稷，一心想将其收入囊中。于是派人救回了四处逃散的白眉鼠王和青翼蝠王，许诺能够帮他们救出老大血眼龙王。并且能助他们壮大势力，向恶人谷等一干中原武林复仇。\n　　于是由智慧王，青翼蝠王，白眉鼠王组成的救援血眼龙王小组由此诞生，并制定了严密的计划，他们决定由智慧王作为核心策划和行动者，通过持国天王殿潜入达摩洞，两大法王在外围接应。\n　　在南诏王的暗中支持下，白眉鼠王和青翼蝠王和智慧王里应外合，救援囚禁在达摩洞中的血眼龙王。\n
2117	　　少林达摩洞共计九层，入口处于少室山北部鸾峰中。第一层为持国天王殿，第二层为六道中的人道，第三层为广目天王殿，第四层为畜生道，第五层为增长天王殿，第六层为饿鬼道，分别藏有珍贵的各类典籍和囚禁犯下相关重罪的恶人。\n　　血眼龙王萧沙被囚禁至少林达摩洞的第七层监牢，被少林精英僧兵及木甲金刚北方多闻天牢牢看管。这里还关押着众多恶名昭彰的冷血杀手，其中就有着冷血十三鹰的四高手。同时这里有暗道可以通往第九层，暗道夹层的暗书阁里藏有少林易筋经和七十二绝技的心法口诀。\n
2118	　　第八层为地狱道，关押着许多大叛徒和战争要犯，而暗层中藏匿着秦朝之后的武学奇书和兵法奇书。\n　　第九层为天道，其中所藏奥秘实非凡人所能涉及。\n
2119	　　智慧王一计不成，再生一计。他杀死负责看守达摩洞的高僧慧痴的徒弟道海，易容成道海的模样潜入第一层持国天王殿，然后想方设法地引华鹤炎之妹华秋儿来到少林，再告知其兄死于持国天王殿里的高僧慧痴手上。\n
2120	　　无辜的华秋儿大怒，闯入持国天王殿寻找慧痴，守卫弟子对这名女子无法可施，决定只好加强达摩洞戒备，让她知难而退。此时智慧王利用道海的身份告诉师父慧痴，华秋儿因硬闯达摩洞被东方持国天重创，性命危在旦夕，需要高僧救治。当慈悲为怀的慧痴找到受伤的华秋儿时，为其把脉后发现内伤极重，些微移动都可能导致生命危险，于是他只好马上在持国天王殿中为华秋儿输入精纯真气来抑制伤势。\n
2121	　　智慧王为救出前明教法王血眼龙王，乔装为中原孩童潜藏于少林附近，并指使神策军以叛逆之罪名围攻少林，意图乘乱混入达摩洞。在智慧王奸计即将得逞时，却被前达摩院首座、负责看守达摩洞的高僧慧痴出手阻止。\n
2122	　　受挫的智慧王获悉神策军中有个名叫华鹤炎的小头目，曾是是血眼龙王旧部，于是故意对他泄露血眼龙王萧沙被禁少林的秘密。华鹤炎激动异常，立即带领手下前往灵霄峡中开始挖掘，希望打通一条通往达摩洞的密道，救出血眼龙王。可惜他们在最后时刻惊动了少林弟子，方丈玄悲下令全力阻止。在众多江湖侠客的帮助下，最终慧痴率领少林弟子将神策军赶出了灵霄峡，而华鹤炎也战死峡谷之中。
2124	其一\n独坐庭前忆旧年，谁家鸢落草花间。\n俯身摘取惊童梦，梦里乡丝久不牵。\n其二\n春来醉了江风，绿烟浓。\n慢解长舟忽入柳梢丛。\n寒堤寂，轻箫冷，雪霜融。\n莫问天涯何处是归程。\n其三\n江畔琉璃束，寂寞随风舞。\n总疑碧玉几度妆，难见冬嶙骨。\n隔岸曲依依，犹闻香楚楚。\n踏遍长堤君不遇，寥落心中苦。\n　　\n
2127	　今有长安故人，不知何所行，亦不明何所往。偶至白龙口，幸遇太白先生，对饮数日，相谈甚欢。客云：\n　　赤脚无羁，行史公旧路；秃笔有意，继太白遗风。愿青崖放鹿，垂钓碧溪；诗酒相伴，孤身远游。乐山水之清幽，啸长歌以抒怀；惟天地之我与，独沉醉而长嗟。\n而后放声长笑，飘然远去。留书数页，供有缘者留存。\n
2128	　　　　　　其一悲风晚渡野云流，小舟轻坐冷言休。归心远隐孤帆落，回忘客乡水悠悠。　　　　　　其二怜人几许堪肠诉，雨乱轻梦苦魂孤。兰舟载得妆画浅，晚风清酒饮客无。　　　　　　其三悠悠水乡客忘回，落帆孤隐远心归。休言冷坐轻舟小，流云野渡晚风悲。　　　　　　其四无客饮酒清风晚，浅画妆得载舟兰。孤魂苦梦轻乱雨，诉肠堪许几人怜。
2129	　　　　　　其一侧倚雕栏语欲狂，怀斟佳酿饮生香。知交把酒心长乐，灯影阑珊夜未央。　　　　　　其二篱外寒风秋草败，自在黄菊两三开。寂寞何伤孤叶冷，不与春桃互往来。　　　　　　其三客至西山话远游，海风清俊晚云羞。心存笔墨抒胸臆，身怀诗酒问情愁。剑侠独行天涯冷，琴箫空奏曲悠悠。此处知己皆高趣，江山谈笑共筹谋。
2130	　　　　　　其一池有莲开俊俏颜，亭亭孤立水云间，叶懒随波逐影逝，晚风闲。旧梦总思江南远，轻舟慢楫影徒怜，过眼方知多少恨，雨如烟。　　　　　　其二独坐荷塘沐月华，横舟卧看水中花，一捧娇颜敷冷色，玉无暇。叶底清波声暗哑，红妆净透指尖纱，醉罢仍留多少泪，落双颊。　　　　　　　　　　　　其三月笼轻纱碧水长，兰舟过处有新香，一朵羞荷初染色，俏枝藏。暗影常随寒雨寂，柔波总伴晚秋凉，忍见飘零纷碎冷，恨离伤。
2131	　　　　　　其四寒雨无声晚来悄，平明风劲看窗摇。几树闲花纷飞懒，谁家枯木顾自漂。浓云早将昏日蔽，落叶仍怕暑气燎。再无春睡好时候，拂枕续梦趁今朝。
2132	　　　　　　其一月落星稀山无语，只留残星舞。梦里烽烟无数，金戈势如虎。山河碎，离人泪，归途阻。佳节常在，秋风不解，征夫何苦。　　　　　　其二闲来尝醉溪头，钓残秋，落寞斜阳孤照小轻舟。晚风乱，游鱼散，水慌流。长夜难得清静总关愁。　　　　　　
2133	　　　　　其三秋厚冷霜凝，草染胭脂色尚轻。见有黄花开正好，徐停，侧耳倾听蛙野鸣。莫道路难行，无限风光在险峰。醉抹层林皆浸透，盈盈，惟点江山适我情。
2134	　　　　　　其一薄衾难耐五更寒，荷塘新月正中天。小园无觅抒怀处，筑得高阁好凭栏。　　　　　　其二静抹新弦对月吟，凉风入夜语天音。指端光影纷飞错，琴底轻留过客心。心未醉，酒先斟。归乡犹恐路难寻。此生常负轻狂意，唯念伤别总不禁。　　　　　　其三长夜无眠风骤冷，推窗又忆伤情。那时初见两心倾，曾留诗意和，浅笑天微明。我负誓盟空诺许，悲声聊寄残星。转身孤影却何行。相思从此断，满眼泪痕生。
2135	　　　　　　　其四独立闲庭暗夜宁，野花香透晚风清，幽幽孤影伴寒星。不问前程谁所定，此生终是我独行，愿依诗酒醉天明。
2136	　　　　经年逝年终风骤冷，独步忆寒冬。野旷新梢秀，江清碧水容。泠泠陌上柏，瑟瑟冢间松。此去天涯远，离愁愈见浓。　　　　　　岁终寒志在天涯欲远行，时逢岁末冷风清。千门万户无闲处，早展新灯映夜明。意恐执偏伤孝悌，谁怜碎梦苦心惊。离人莫问乡间雪，最怕枝头化泪盈。　　　　
2137	　　　　忘重阳忆记如隔世，清秋醉梦长。几番虚妄总成伤。不觉月华轻落，竟已过重阳。对影琴箫寂，停杯夜入窗。此间心事且收藏。最怕风凉，最怕月如霜。最怕远亲询问，何日肯归乡。　　　　
2138	　　　　念七夕昨夜山间冷，今宵月已高。不觉清辉逝，魂梦寄远遥。不知何处佳人，将珠帘轻卷，香扇慢擎。怕流萤悄乱，画屏初冷。难解谁家少年，忍长阶空寂，碧苔痕生。叹枯枝挂月，空杯烛影。欲驾青牛纵远行，弱肩仍担两颗星。天河一渡横波尽，再引鹊桥作旧凭。
2139	　　我叫殇剑，现在很少有人能再记起我的名字，他们更多称呼我为甘特朵。\n　　来苗疆之前，我是一位地地道道的江湖浪子。哪里有酒和女人，哪里就有我，还有我那把从不出鞘的剑。\n　　我清晰的记得成都的那个夜晚，花香轻漫，灯影阑珊。这里的小酒肆与长安洛阳不同，总是透着别致与清雅。街上往来穿梭的人群夹杂着此起彼伏的吆喝，几杯酒下肚，一位姑娘从人群中闪出，她穿过门厅，径直走到了我眼前。\n　　她叫蓝依依。
2140	　　很难用语言描述第一次见到依依时的感觉。就像一根针投入心湖底，虽然无声，但很刺痛。面前这个女人，美的不可方物，竟使我不敢直视她的双眸。　　依依选了我旁边的桌子坐下，叫了两坛上好的女儿红。她轻瞥了我一眼，似乎看到了我的窘态，莞尔一笑，自顾的喝起酒来。　　店中的人开始窸窸窣窣往外走，他们甚至不敢多看依依一眼。我很好奇究竟是什么让这些人如此惧怕这位姑娘。　　人潮散尽，我开始一边细斟慢饮，一边静静的打量着她。
2141	　　依依饮酒的样子很独特，她总是将一大口酒含在嘴里，腮帮子都被撑得鼓起来。片刻后，才听得到下咽的声音。我隐隐可以看到她呼出的酒气居然微微闪现出奇妙的色彩，后来才明白，每一口酒对她来说，都是一场煎熬。而这种煎熬，已经伴随她整整十年了。　　不知何时，整个酒肆就剩下我们两个人，连酒保和掌柜的都不见了踪影。我对眼前这位姑娘的身份愈发好奇了，于是停止饮酒，用手撑着头，放肆地盯着她看起来。可她仍然对我目不斜视，似乎当我是空气一般。　　安静的酒肆只能听见依依倒酒的声音，不过这种宁静很快就被打破了。
2142	　　屋顶两个，其中一个轻功不弱；窗外一个，手握兵器；门口两个，正准备进屋。依依就像是没有察觉一般，继续饮酒。我也只好静观其变，不明白这位姑娘因何招惹上了仇家。　　一人进屋，先向我看了一眼，随即楞了一下，似乎惊讶于为什么还有我这般不识相的人。由于不确定我是不是那位姑娘的帮手，他只好小心翼翼地继续往前走。　　他最终还是没有走到我跟前来，因为当他转身看向依依的时候，已经永远不能再迈出一步了。甚至连我，都没有发觉依依在何时出手……
2143	　　同伴身死，对其他几位不速之客是一种莫大的震惊。计划好的各种埋伏，都随着这突如其来的变故而变得异常滑稽。余下的四人破窗而入，兔起鹘落间将我和依依围住，眼中充满了杀机。　　“碍事！”依依冲我喊了一声，飞身而起，以一敌四。这四人在全神戒备的状态，依依自然不会像击杀第一个人那样轻松。五个人缠斗在一起，我看不懂他们所用的武学，但我能看出，他们和依依的功夫是一路的。　　这是一种诡异的武学，我从未见过。
2144	　　依依未落下风，我便没有要出手的意思。毕竟看了他们的武功，我已经不确定自己是否有英雄救美的实力了。他们的招式间处处透着寒意，令人生畏。　　五人僵持不下，耳畔传来暗器破空的声音。外面居然还有一个人？为什么我没有发现？回过神来的时候，依依已经招式散乱，只能勉力支撑。暗器正中她的左肋。香风渐进，那位施放暗器的姑娘闪身进屋，直奔依依而去。　　我第一次拔剑出鞘。
2145	　　这个女人的身法好快，但显然与前面四人套路不同。几招过后，我便自知不敌。回身挡开围攻依依的四人，抱着她退到墙角。依依伤口并不深，但暗器似乎打散了她凝聚在周身的气劲。她的脸开始煞白，浑身冰冷，冷的我不知道自己还能坚持抱多久……　　“五毒内事，恐怕不劳唐小姐出手。”一位老者从门口进来，缓缓说道。他走向了我们，将手按在依依的额上，随后轻轻摇了摇头。　　“依依，冰蟾蛊无法速成，你实在不该如此犯险。唉……”老者长叹一声，示意我抱着依依跟他走。他是依依的师父，名叫艾黎。
2146	　　第一次看到幽魂草泽，广阔而深邃，一望无边。依依被蛊毒反噬，幸得摩刹罗教主出手，保全了性命，但也成了一个废人。我在幽魂草泽陪了她三年，尽管我不是五毒弟子，也没有人赶我离开。　　三年间，我每天和依依说话，而依依的身体却每况愈下，越来越虚弱。期间摩刹罗教主来过一次，她说她住在附近的水榭香居，依依若有不测，可去找她。　　终于有一天，依依没有照常醒来，我抱着她来到水榭香居。摩刹罗告诉我，依依的身体已经到了极限，但她有方法保存依依的灵魂。这一切令人难以置信，但依依真的就在我的眼皮下化身为一条灵蛇，一条可以同我说话的灵蛇。
2147	　　这一天我正式加入五毒，更名甘特朵。　　这一天我成为了幽魂草泽的守护人，开始整日与鸟兽虫蛇为伴。　　这一天我开始等候一个奇迹，等候依依终有一日，可以重生……
2148	　　自从天策府成立伊始，一直以来都是人才辈出之地，现任督统李承恩和总教习杨林都是朝廷和江湖中响当当的好汉，无论是忠肝义胆还是马上步下的功夫，在武林中都堪称一绝。　　但是近几年中，天策中的另一个新星的崛起，却令如此强悍的二人稍显逊色。天策府中一般来说无论是将领还是士卒，都是大唐的开国元勋之后，然而此人确是一个例外，他从小出生于普通的农家，连个名字都没有，直到投军的时候，才由写花名册的先生起了谢渊这个名字。　　他从伙头军做起，他天赋异禀，虽然没有读过什么书，也未经战阵，却总能在关键时刻灵机突发，使大军化险为夷，他就是后来浩气盟的领袖：天枢·
2149	谢渊。
