TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
173	品粽算卦		ui\Image\Helper\端午商店.tga	端午节期间侠士们随身种植获得【粽叶】和【黍米】后，再从城市活动区的“沈正”处购买粽子馅材料（包括赤豆、蚕豆、胡桃、鸡蛋等）便可亲自包粽子了！	ui\Image\Helper\端午粽子.tga	不同的粽子材料可获得使用效果不同的粽子。	ui\Image\Helper\端午阳宝哥.tga	侠士们可以花小小的银两找在主城活动区中的阳宝哥算上一卦，便能解读前世今生。	
174	活动奖励		ui\Image\Helper\端午线刻.tga	侠士们还可以在主城活动区“沈翼”处购买各种戒指附魔物品哦！	ui\Image\Helper\端午成就.tga	通过参加活动还可获得节日特有的成就。			      花盆栽种各类作物，更有神秘挂件等着拿！\n      各式粽子亲手制作，强力效果祝你畅游江湖！\n      戒指线刻、各类鲜花，端午商人限时供应！\n      各类节日任务，丰厚奖励等你拿！
175	亲传弟子		ui\Image\Helper\拜亲传恩师.tga	侠士们可通过师徒界面的“亲传恩师”页面，点击“拜亲传恩师”，并输入“亲传恩师”的角色名；或是右键点击附近侠士的头像进行拜“亲传恩师”。“亲传弟子”通过完成80级英雄秘境日常任务，可额外获得一定帮贡和威望奖励。	ui\Image\Helper\收亲传弟子.tga	“亲传恩师”只能由亲传弟子主动拜师来收徒。传授等级最高为3级，每升1级可多收1个亲传弟子。侠士可通过提升江湖资历，来提升传授等级。“亲传弟子”完成80级英雄秘境日常任务，“亲传恩师”可获得帮贡、监本印文、侠义值上限等奖励。			成为亲传弟子的条件：\n1、2011.5.19.后建立的新账号。\n2、2011.5.19.之前已注册账号，可在没有充值过的大区内获得参与资格。\n3、一个账号在同一大区内，只有一个角色可成为亲传弟子。且不是他人的亲传恩师。\n成为“亲传恩师”的条件：\n1、80级且不是其他侠士的亲传弟子。\n小贴士：\n1、一个角色只能有一个亲传恩师。\n2、未满80级的亲传弟子，可随时解除亲传关系;而满80级的角色，在第一次拜亲传恩师14天后，将不能再更换亲传恩师的人选。\n3、亲传恩师可随时将亲传弟子逐出师门。
176	介绍		ui\Image\Helper\双飞.tga						芭蕉小伞比翼双飞，充值促销巨献一夏\n      夏日充值促销 凉伞飞鸟清凉季。活动期间，所有玩家账号只要充值金额大于或等于60元，均可享受游戏内虚拟物品大派送！\n      活动时间：2011.7.4维护后-2011.7.18维护后。\n      领取时间：2011.7.4维护后-2011.8.18早7点维护后
177	充值奖励		ui\Image\Helper\芭蕉伞.tga	充值累积达到或超过60元但不足100元时（包含交易行购买通宝兑换时间），可以领取【雨打芭蕉伞】1把。	ui\Image\Helper\比翼鸟2.tga	充值累积达到100元以上（包含交易行购买通宝兑换时间），可以领取【雨打芭蕉伞】一把和【比翼】小鸟跟宠2只。	ui\Image\Helper\比翼鸟.tga	夏日郊游，芭蕉小伞清凉一夏，比翼双飞随身作伴。	
178	领取NPC		ui\Image\Helper\黄字零零捌.tga	已参加活动的侠士可在主城或新手镇的黄字零零捌处领取充值奖励。	ui\Image\Helper\零零捌位置主城.tga	图为黄字零零捌在主城的位置。	ui\Image\Helper\零零捌位置新手镇.tga	图为黄字零零捌在新手镇的位置。	
179	趣味活动		ui\Image\Helper\2011中秋节小饼.tga	活动期间，小饼希望得到侠士们的帮助来收集齐给爷爷制作大月饼的材料，她每日将会于7:00—19:30出现在四大主城。侠士们提供材料的次数越多，月饼也会越大，并且还能获得谢礼哦。	ui\Image\Helper\2011中秋节打狗棒.tga	大月饼将于每晚20:00时出炉，24:00消失，所有侠士都可前往扬州食用。当月饼材料收集到一定阶段时，会有天狗的爪牙来阻挠做月饼。侠士们可在丘石处接取任务，获得打狗棒进行驱赶，来保护月饼。			烟花绚烂耀九州，五彩花灯寄相思\n      大唐中秋之际，各大主城张灯结彩，热闹非凡。隐元会为了让江湖侠士能感受到中秋的快乐气氛，还特别在各大主城为侠士们准备绚烂的烟火表演哦！烟花表演时间：12:00、12:30、14:00、14:30、20:00、20:30、22:00、22:30、24:00、0:30。每场表演持续15分钟。\n      侠士们千万不要错过！
180	趣味物品		ui\Image\Helper\鱼戏莲花灯.tga	“鱼戏莲花灯”中秋特有物品，花前月下必备之物。	ui\Image\Helper\戏火.tga	”戏火”开启中秋礼盒有几率获得，使用可使口中喷火。	ui\Image\Helper\望乡.tga	挂件“望乡”开启中秋礼盒有几率获得。	
181	节日商店		ui\Image\Helper\2011中秋节高百福.tga	侠士们可在四大主城的活动区寻找到高百福，使用“吉庆赏钱”便可换购各种中秋特有物品，还有各色彩灯和烟花等着侠士们购买哦。	ui\Image\Helper\中秋商店1.tga	高百福处出售各种烟花及彩灯，赏月营造气氛之利器。	ui\Image\Helper\中秋商店2.tga	侠士们还可换购戒指附魔物品，可提升能力，需要准备足够的“吉庆赏钱”哦。	
182	介绍		ui\Image\Helper\2011.9.15.tga						重磅出击新玩法，英雄充值有大礼\n千面易容术—千面侠士不是梦，易容有术占鳌头；各种新脸型、新发型等着你！\n帮会家园—天工树添新分支，帮会建设有新样。随身花盆再现身，小猪快跑啰啰啰。\n阵营争斗——南屏征战硝烟起，首领悬赏奖诱人。\n大胆贼人——皇宫盗宝人胆大，隐元追缉无处藏。\n宫傲征婚——画像进贡来白帝，宫傲求美心真切。
185	易容系统		ui\Image\Helper\易容NPC.tga	“角色定制”增值服务——易容系统。江湖各大门派的侠士可在四大主城门口找到身怀“易容”绝技的“隐元会易容执掌使——黄字零壹零”便可随意更换自己的脸型和发型。	ui\Image\Helper\易容界面.tga	与黄字零壹零对话即可进入到易容界面挑选自己喜爱的脸型和发型了！隐元会商店明码实价，具体的花费侠士们可在界面中查看到。若侠士通宝不足时，可直接充值通宝，也可在通宝商店进行购买，还可在通宝商店进行求购。	ui\Image\Helper\易容成就挂件.tga	易容系统还包括各种成就，完成不同的成就可获得不同的挂件，图中仅为其中的四种挂件展示。具体可打开隐元秘鉴进行查看。更可获得“银蛟鞍具”，让你的马匹更帅气！	
186	帮会		ui\Image\Helper\小猪快跑.tga	开启天工树节点后，帮主可在帮会家园牧场处的【三石叔】处开启小猪快跑活动。20级以上的帮众可参加，活动结束后可在【三石叔】处领取丰厚奖励。	ui\Image\Helper\帮会随身花盆.tga	侠士们可在帮会开启“步步生莲”天工树节点后，在菜园附近的【南柯】处购买随身花盆用以种植各种植物。			帮会新增内容：\n1、天工树新增田园分支，可在天工树界面进行查看；\n2、小猪快跑活动，新玩法等待侠士们尝试；\n3、耕者有其田，随身花盆侠士们可随时随处照顾你的作物；\n4、发展点直接转换建设度，开启帮会建设后，帮主可在建筑包工头【周老三】和【王老五】处直接兑换相应建筑的建设度；
187	阵营		ui\Image\Helper\阵营新增任务.tga	阵营新开80级阵营声望任务，浩气盟龙争虎斗任务和恶人谷高手如林任务。	ui\Image\Helper\阵营鼓舞.tga	攻防战期间若能击杀对立阵营首领，则在攻防战结束后的周一到周五，所有阵营侠士都可到黑龙沼威望日常NPC（浩气盟：月玲珑；恶人谷：火龙）处领取威望获取速度加成的“鼓舞”效果。			高手如林，龙争虎斗！\n所有阵营中的侠士均可前往南屏山或昆仑本阵营驿站接受新任务，还可以接到阵营攻防战任务。完成所有任务不仅可以获得丰厚的任务奖励，同时可以完成阵营攻防战任务！请注意，任务全天都可完成，但交接任务的时间限定在阵营攻防战开启前一小时到攻防战结束。各位侠士请合理安排时间！\n首领悬赏！\n“鼓舞”效果将会根据上周攻防战击杀对立阵营BOSS总数的不同而不同，击杀越多，效果越强！领取后，此效果会持续到当周周五24:00。注：此效果不可和科举赠送的翰林文辑并存。
189	宫傲美人图		ui\Image\Helper\公关.tga	活动开启后，在瞿塘峡找到白帝城外务府总管“宫关”将会根据宫敖的喜好宣布本次美人图的要求，其中包括门派、体型等。	ui\Image\Helper\美人图收集.tga	每次完成任务可获得丰厚奖励：金钱、金缕玉札·美人图和图中其他三样中的一样。			宫傲美人图\n活动时间为每日的12点、15点、18点、21点、24点，每场持续1小时；80级侠士可参加；侠士们需要在活动时间内，前往瞿塘峡，击杀金汤寨、清风寨、万岭寨和鱼木寨的小帮众可获得【粗糙的纸张】，击杀四个寨子进贡的镖车将有机会获得【精美的空白画纸】，同时，五十张【粗糙的纸张】可和白帝城外务府总管“宫关”兑换作画必须物品【精美的空白画纸】。侠士们便可参照自己或队友使用【精美的空白画纸】作画了。完成后，便可找到白帝城外务府总管上交美人图了，每天最多可上交5次。\n注：中秋活动期间可获取五倍威望或者帮贡奖励（截止2011.9.23），中秋活动结束后将恢复正常奖励。
190	隐元追缉令		ui\Image\Helper\莫离裳.tga	80级的侠士可每日11:00、16:00、19:00、22:00在主城活动区找到“莫离裳”参加追缉盗宝贼活动。每场活动持续1个小时。	ui\Image\Helper\隐元竹哨.tga	侠士们需要在活动地图的驿站处找“莫离裳”领取一个【隐元竹哨】，使用此物可快速准确的在地图中找到盗宝贼。并且在组队情况下，只有队长可以使用。	ui\Image\Helper\阿妮阿景.tga	当侠士们获得阿妮和阿景的承诺后，便可获得他们给予的状态。在与藏宝贼战斗时，便可有NPC的协助了。侠士们每击杀一个盗宝贼便可获得金钱奖励，累计一定次数还可获得宝箱奖励。根据击杀10次的完成时间，前3名侠士还会额外获得宝箱的奖励。	
191	加入唐门	恭喜你达到15级，现在你可以选择加入门派了！	ui\Image\Helper\唐间竹.tga	1.通过与新手镇的唐门接引人对话，可以被送至唐门。\n唐门接引人 <L 137>\n需在新手镇才可查看位置。	ui\Image\Helper\唐老太太.tga	2.在唐门找到唐老太太，通过考验就可以加入唐门了。\n唐门 唐老太太 <L 138>			唐门：\n      唐门武学以暗器和机关闻名江湖。在战斗中，唐门善于利用可变形的千机匣和神出鬼没的身法，消无声息地布置各种机关陷阱，再配合各种远程的淬毒暗器、弓箭，使之变幻莫测，威力惊人。
192	唐门骑术		ui\Image\Helper\唐门马商位置.tga	1.你可以在门派里找到马商，花10金的价格购买一匹马。\n唐门马商位置 <L 139>\n	ui\Image\Helper\唐门马商.tga	2.在马商处购得马匹后，按"B"打开背包，右键点击图标来装备马匹。使用"T"便可上马。	ui\Image\Helper\坐骑.tga	3.按"C"打开人物属性界面，在分页里可以看到坐骑界面。\n马匹界面 <P characterPanel/Ride>	
193	介绍								
194	介绍	一代宗师	ui\Image\Helper\一代宗师宣传.tga						一代宗师 我将再一次改变江湖\n\n全新门派“唐门”横空出世，八大门派逐鹿江湖。\n新秘境玩法丰富，内中曲折故事待侠士们揭秘。\n名剑大会群雄逐鹿,各路侠士一较高下。\n萍踪侠影全新轻功可助侠士一飞冲天、一跃千里。\n白发造型隆重上市，穿衣搭配更多选择。\n新江湖事件：主城茶馆，潜入白帝城静待各侠士的参加。\n熊猫跟宠、蝴蝶翅膀各种好礼等你拿！\n更多内容尽在“一代宗师”！
195	新门派		ui\Image\Helper\唐门.tga	唐门武学以暗器和机关闻名江湖。在战斗中，唐门善于利用可变形的千机匣和神出鬼没的身法，消无声息地布置各种机关陷阱，再配合各种远程的淬毒暗器、弓箭，使之变幻莫测，威力惊人。	ui\Image\Helper\唐门心法1.tga	唐门--惊羽诀：惊羽穿杨连百中，鹰视狼顾壮志雄。唐门无上心法，利用各种奇巧锐器远距离精准打击敌人，使其插翅难飞。	ui\Image\Helper\唐门心法2.tga	唐门--天罗诡道：天罗地网困龙蛇，神惊魄悸向黄泉。唐家堡秘传心法，利用特制淬毒机关和武器杀敌，实乃波谲云诡、出奇制胜之道。	
196	名剑大会		ui\Image\Helper\竞技场战队组建.tga	等级达到80级的侠士，可以通过“名剑大会”界面组建自己的名剑队，并为名剑队取名。建立队伍后，可邀请同伴加入。同一比武模式下，只能加入一支名剑队。	ui\Image\Helper\竞技场报名人.tga	加入名剑队的侠士们，需先组成小队，由小队队长（不一定是名剑队队长）在各大主城战场区找到“竞技场接引人”对话报名。并且小队人数必须等同于参与比武模式的人数。0时—8时将禁止报名比武。	ui\Image\Helper\名剑套装商.tga	藏剑山庄高手匠人为本次名剑大会特打造了一批华丽而实用的套装（255品和270品），参与名剑大会的侠士都将有机会获得。侠士们可在各大主城的战场区内找到“名剑套装商”购买名剑套装。	
197	新秘境		ui\Image\Helper\唐门密室.tga	唐门密室地处唐门幽冥渊，走水路可到达。分为2种模式，20级低等级和80级高级秘境。	ui\Image\Helper\荻花洞窟.tga	荻花洞窟地处枫华谷。80级可进入，分为普通和英雄两种模式，普通1-10人均可进入，英雄15-25人均可进入，此秘境的优势在于降低组队的难度，即使人数较少的队伍也能挑战。			唐门密室：\n      藏剑山庄叶凡与唐门唐小婉私奔之事始终不被唐门与霸刀的谅解，金水镇事件之后，叶凡与唐小婉浪迹江湖。后唐小婉被诱回唐门，最终唐傲天答应给叶凡一个机会，闯过唐门密室，便放唐小婉自由。\n荻花洞窟：\n      荻花洞窟就是在荻花圣殿内打通的一个山洞，乌蒙贵在洞窟里利用药剂饲养出一个个异形怪兽，这些怪兽大多凶残嗜血，以人肉人血为食，塔罗马蒂巨蟒就是他的杰作。而此山洞成为了专属乌蒙贵本人制造巨型怪物的场所。目前，此洞窟中“四头蛇迪多拉”便被饲养至此。
198	萍踪侠影		ui\Image\Helper\轻功教学3.tga	“轻功”绝学乃是每位侠士闯荡江湖的必修课，其身轻如燕，来去自如，也是江湖行走必不可少的能力之一。《剑网3》全新的轻功系统不仅能助各位侠士一飞冲天、一跃千里，还可登萍度水、踏雪无痕！	ui\Image\Helper\轻功教学4.tga	全新轻功系统在二段跳、飞景等轻功上的延伸，每个门派的侠士除了可在陆地上施展，还可飞跃江河。施展新轻功前必须积攒一定的“气力”，当 “气力槽”中的气力值满足使用条件时，便可施展全新的轻功了。			萍踪侠影\n      全新轻功系统，每个门派都拥有自身独特的新轻功，侠士们1级时便可使用了。只需在“气力槽”累积满后，双击前进键（快捷键W），便可开始便可“加速”了，在“加速”的同时使用跳跃键（按住W不放+空格键），即可一飞冲天啦！侠士还可在高高跃起时再次使用跳跃键（即按住W不放+空格键+空格键），便可体会自由翱翔空中的感觉了！每个门派的侠士还将会有各自独特的水上飞跃姿态，绝对令人赏心悦目！在空中滑翔的时候，还能使用空格键让角色在空中前行，如凌波微波般飘逸。
199	江湖事件		ui\Image\Helper\潜入白帝城.tga	活动于每日0点、8点、9点、12点、15点、18点、21点开启，持续1小时（此段时间接取任务即可，可在其他时间完成）。80级侠士来到瞿塘峡白帝城可找到“贾公”接取到“美人图”的任务（每日可完成一次），将美人图交给“宫晴”。\n具体玩法等查看官网专题。	ui\Image\Helper\主城茶馆.tga	大于等于20级的侠士每日可于2：00、5：00、9：00、11：00、14：00、17：00、20：00、23：00时接取主城驿站附近茶馆的老板娘的委托，持续1小时。（此段时间接取任务即可，可在其他时间完成，且次数会累计）\n具体玩法等查看官网专题。			新江湖事件\n      潜入白帝城：有这么一个江湖秘辛，说的是十二连环坞总舵主宫傲曾追求纯阳宫清虚真人于睿，最后惨遭拒绝之事。这么多年过去，宫傲越来越抑制不住自己对美人的思念，决意发起一场征集美人图的盛事。只要来人提供的美人图能够抚慰到宫总舵主受伤的心，不论来历，均能获得丰厚无比的奖赏。\n      主城茶馆：诸多江湖豪杰在此品尝清茶，畅谈天下大事。而且茶馆老板娘还会发布极有意思的任务，侠士可行侠仗义还可以帮忙调解江湖恩怨
200	介绍								
201	其他活动		ui\Image\Helper\唐门充值.tga	活动时间：11.14维护后—11.29维护后充值累积达到或超过60元但不足120元时，可领取【充值礼盒】一个； 充值超过120元不足180元时，可领取【充值礼盒】一个+可爱熊猫跟宠【阿宝】；充值达180元以上，可领取【斩思】+【二师兄】+【阿宝】+【充值礼盒】各一。	ui\Image\Helper\资料片英雄结义.tga	在11月14日12点—12月15日12点期间，领取“英雄令”登录老服即可获BUFF“共战江湖”和【下品造化散】；当绑定“英雄令”的新老账号充值60元及以上时，相互绑定的账号均可获【造化散】和【福禄宝箱】；当领取“英雄令“账号被3个新老账号绑定，且新老账号均充值60元及以上时，领取“英雄令”账号可获马饰【英雄结义旗】。	ui\Image\Helper\特权卡物品.tga	活动时间：11月10日起开始陆续发放（请关注各项官网及合作媒体活动）\n黄金卡：辅助新手速成一代大侠之【少侠聚义包】\n白金卡：限时一个月之五彩面纱：【面纱·妄】【面纱·魅】【面纱·幻】【面纱·绚】【面纱·灵】\n钻石卡：永久唯美背部挂件【化蝶·岚】	
202	介绍		ui\Image\Helper\轻功.tga						新轻功\n      “轻功”绝学乃是每位侠士闯荡江湖的必修课，其身轻如燕，来去自如，也是江湖行走必不可少的能力之一。《剑网3》全新的轻功系统不仅能助各位侠士一飞冲天、一跃千里，还可登萍度水、踏雪无痕!全新轻功系统在二段跳、飞景等轻功上的延伸，每个门派的侠士除了可在陆地上施展，还可飞跃江河。
203	操作指南		ui\Image\Helper\轻功教学1.tga	在非战斗状态下，“气力槽”累积满后，双击前进键（快捷键W），便可开始便可“加速”了，在“加速”的同时使用跳跃键（按住W不放+空格键），即可一飞冲天啦！	ui\Image\Helper\轻功教学2.tga	施展新轻功前必须积攒一定的“气力”，当 “气力槽”中的气力值满足使用条件时，便可施展全新的轻功了。持续的加速跑动以及每次的跳跃都会消耗“气力”，而“气力”又是有限的，当“气力”消耗完时，只要等待自动恢复就可以了。			操作指南\n      一飞冲天还无法诠释新轻功的奥妙之处，各位侠士使用新轻功高高跃起时再次使用跳跃键（即按住W不放+空格键+空格键），便可体会自由翱翔空中的感觉了！每个门派的侠士还将会有各自独特的水上飞跃姿态，绝对令人赏心悦目！\n      在空中滑翔的时候，还能使用空格键让角色在空中前行，如凌波微波般飘逸。\n      在空中观察到“气力槽”消耗的差不多了时，便可再起使用跳跃键（空格键）优雅降落。
204	萍踪侠影		ui\Image\Helper\轻功教学3.tga	唐门轻功--九月鹰飞\n山高垂雾，水奔流岚；长空振翼，苍鹰击天。	ui\Image\Helper\轻功教学4.tga	七秀轻功--暗香掠影\n疏影横斜，暗香浮动；红扇空摇，双刃浮光。	ui\Image\Helper\轻功教学5.tga	天策--游龙步\n其影，长空疾电；其形，翩若惊鸿；其身，婉若游龙。	
205	亲传师徒	亲传师徒系统开放	ui\Image\Helper\亲传师徒2.tga	    亲传师徒系统全新开放。\n    成为亲传弟子后，只要完成"大战"系列日常任务、"聚义黑龙破苍穹"威望日常任务或"剑试天下"阵营周常任务，系统将会邮寄给你的"亲传恩师"帮贡、侠义值等丰厚奖励。	ui\Image\Helper\亲传师徒.tga	    找到"敬师堂"的"沈从恩"等人,可以切换本帐号的亲传师徒状态。\n    满80级的角色可以选择"出师"或者"直接成为亲传恩师"，成为"亲传恩师"之后侠士便可招收自己的弟子了。\n    另外，每个帐号有一次重新成为亲传弟子的机会，请珍惜使用。			温馨提示：\n    1、一位侠士只能有一位"亲传恩师"，拜师一周后才能给师父带来收益。\n    2、一个亲传恩师可以收两个亲传弟子。但二弟子所带来的收益只有大弟子的一半。\n    3、亲传师徒之间可以无限次的断绝和重新建立关系。\n    4、若一个账号下有一个角色成为了"亲传弟子"，则该账号下的其他角色既不能成为"亲传弟子"，也不能成为"亲传恩师"。\n    5、若服务器进行数据互通，亲传关系将不受影响；若申请账号分离和转服增值服务，则原帐号的亲传关系自动重置到初始状态.
206	易容发型		ui\Image\Helper\新发型1.tga	白发三千丈，空灵飘逸。近日，“隐元会易容执掌使——黄字零壹零”习得新的易容手法，侠士们可在其处更换白色发型，来搭配服饰。	ui\Image\Helper\新发型2.tga	更换发型时，侠士们需准备足够的通宝哦，黄字零壹零可是有偿服务的，具体的花费侠士们可在易容界面中查看到。若侠士通宝不足时，可直接充值通宝，也可在通宝商店进行购买，还可在通宝商店进行求购。	ui\Image\Helper\新发型3.tga	除了白色发型以外，“黄字零壹零”还可为侠士们提供其他新的发型。侠士们可随时前去预览。	
207	介绍								
208	默认首页								
209	介绍		ui\Image\Helper\轻功-.tga				ui\Image\Helper\轻功教学5.tga	天策--游龙步\n其影，长空疾电；其形，翩若惊鸿；其身，婉若游龙。	“萍踪侠影”轻功系统\n\n      名动八方、剑啸江湖！八大门派ACG模式轻功重现武侠精髓系统，正式开启3D武侠轻功时代！\n\n      不同组合按键操控水上轻功和动作节奏、八大门派专属招式将为万千侠客带来耳目一新的轻功体验！\n
210	唐门		ui\Image\Helper\轻功教学3.tga	唐门轻功--飞鸢泛月\n山高垂雾，水奔流岚；长空振翼，苍鹰击天。	ui\Image\Helper\轻功教学13.tga	唐门侠士们施展轻功可驾驭风筝滑翔于天际。			萍踪侠影\n\n      新剑网3之一代宗师通过领先的物理引擎打造全新“萍踪侠影”轻功系统，首次在立体武侠世界中开启轻功体验，从而正式开启3D武侠轻功时代——最新引擎全局动态光影技术、360度全方位的自由操作走向、不同组合按键操控水上轻功和动作节奏、八大门派专属招式将为万千侠客带来耳目一新的轻功体验！
211	五毒		ui\Image\Helper\轻功教学6.tga	五毒轻功--云体风身\n断云以为体，截风以为身。尔其动也，风雨如晦；尔其静也，体象皎镜。	ui\Image\Helper\轻功教学17.tga	五毒侠士们施展轻功时的姿态。			萍踪侠影\n\n      “轻功”绝学乃是每位侠士闯荡江湖的必修课，其身轻如燕，来去自如，也是江湖行走必不可少的能力之一。《剑网3》全新的轻功系统不仅能助各位侠士一飞冲天、一跃千里，还可登萍度水、踏雪无痕！\n      全新轻功系统在二段跳、飞景等轻功上的延伸，每个门派的侠士除了可在陆地上施展，还可飞跃江河。施展新轻功前必须积攒一定的“气力”，当 “气力槽”中的气力值满足使用条件时，便可施展全新的轻功了。
212	纯阳		ui\Image\Helper\轻功教学9.tga	纯阳轻功--逍遥游\n绝云气，负青天，遨游蓬蒿之间，逍遥御风而行，至妙至极，至神至虚。	ui\Image\Helper\轻功教学16.tga	纯阳侠士们施展轻功时的姿态。			萍踪侠影\n\n     “萍踪侠影”轻功系统共分为：江湖新轻功“踏月留香”、少林“一苇渡江”、万花“点墨山河”、五毒“云体风身”、天策“游龙步”、纯阳“逍遥游”、七秀“暗香掠影”、唐门“飞鸢泛月”、藏剑“百转千回”，八大门派分别拥有独特的轻功姿态！
213	天策		ui\Image\Helper\轻功教学5.tga	天策轻功--游龙步\n其影，长空疾电；其形，翩若惊鸿；其身，婉若游龙。	ui\Image\Helper\轻功教学12.tga	天策侠士们施展轻功时的姿态。			操作指南\n\n      首先，侠士们需要在非战斗状态下积累“气力”。只需等待短短的一段时间，“气力槽”便可积累至满。\n      “气力槽”累积满后，双击前进键（快捷键W），便可开始“加速”了，在“加速”的同时使用跳跃键（按住W不放+空格键），即可一飞冲天啦！
214	少林		ui\Image\Helper\轻功教学8.tga	少林轻功--一苇渡江\n我厉无量量劫，如是恒河劫沙，一沙一界，一尘一劫，一苇可渡。	ui\Image\Helper\轻功教学15.tga	少林侠士们施展轻功时的姿态。			操作指南\n\n      仅仅一飞冲天还无法诠释新轻功的奥妙之处，各位侠士使用新轻功高高跃起时再次使用跳跃键（即按住W不放+空格键+空格键），便可体会自由翱翔空中的感觉了！每个门派的侠士还将会有各自独特的水上飞跃姿态，绝对令人赏心悦目！\n      在空中滑翔的时候，还能使用空格键让角色在空中前行，如凌波微步般飘逸。
215	万花		ui\Image\Helper\轻功教学14.tga	万花轻功--点墨山河\n若游鱼遨游桑海，若飞鸟横渡碧空，击水兮万里，纵翼兮排云。	ui\Image\Helper\轻功教学7.tga	万花侠士们施展轻功时的姿态。			操作指南\n\n      持续的加速跑动以及每次的跳跃都会消耗“气力”，而“气力”又是有限的，因此，当侠士在空中观察到“气力槽”消耗的差不多了，便可再次使用跳跃键（空格键）优雅降落。\n      每一次的腾空飞跃，每一次的跨越江河，都将有独特的感受，强力且唯美的轻功等待着各位侠士的体验！
216	七秀		ui\Image\Helper\轻功教学4.tga	七秀轻功--暗香掠影\n疏影横斜，暗香浮动；红扇空摇，双刃浮光。	ui\Image\Helper\轻功教学11.tga	七秀侠士们施展轻功时的姿态。	ui\Image\Helper\轻功教学1.tga	在非战斗状态下，按两次“W”键便可加速，进而施展轻功了。	
217	藏剑		ui\Image\Helper\轻功教学10.tga	藏剑轻功--百转千回\n沾衣而百转，弹剑而千回，舟遥遥以轻飏，风飘飘而吹衣。	ui\Image\Helper\轻功教学18.tga	藏剑侠士们施展轻功时的姿态。	ui\Image\Helper\轻功教学2.tga	随轻功的施展，气力槽中的气力值会不断的进行消耗，直至为零；侠士们需注意哦～	
218	介绍								
219	介绍		ui\Image\Helper\2011冬至.tga						冬至活动\n      牟兔岁末冬至佳节临近，吃饺子，抛彩球，三才阵中战傲油更是火爆不停。侠士在长安扬州洛阳成都四地城市的活动区里，可以找到赶来的各种冬至商人，他们带来了冬至特有的货品，有心的侠士切莫错过哦！\n      活动时间：2011年12月15日7：00—2011年12月29日7:00\n      活动地点：四大主城城市活动区\n      参与条件：大于等于20级的侠士\n      活动奖励：230品紫色首饰、可用于兑换230PVP装的囍钱、御厨套装、22格背包等。
220	缤纷活动		ui\Image\Helper\扔彩球.tga	大唐抛彩球的民俗由来已久，彩球制作精巧漂亮，代表祝福，大家互抛彩球，在玩乐间相互祝福，祝福好运。	ui\Image\Helper\亲传师徒2.tga	冬至三才阵内带领亲传徒弟、帮会未满级成员或是普通徒弟挑战傲油好处多多。\n油腻的线轴：击败傲油时，队伍中有未满级侠士，则与之同帮会的满级侠士可获得此物；若队伍中有亲传师徒二人，则此二人均可获得此物。\n囍：击败傲油时，队伍中亲传师徒二人，则此二人均有一定几率获得此物。	ui\Image\Helper\2011冬至机甲.tga	迎战傲油时,需要控制一旁的机甲才可以对傲油造成大量的伤害。和老者对话可获得控制道具。	
221	御厨驾到		ui\Image\Helper\2011冬至御厨.tga	御厨装部分展示：上衣、腰带、青玉葱、竹筒饭。	ui\Image\Helper\御厨装2.tga	御厨装部分展示：小女孩身穿御厨装，后背大火腿。	ui\Image\Helper\2011冬至NPC2.tga	侠士们可在主城找到“土豆儿”兑换205品质的PVE向御厨装。	
222	节日商贩		ui\Image\Helper\2011冬至NPC1.tga	完成任务可获得囍钱，侠士可用囍钱加上少量威望值兑换230的威望装备以及首饰，浩气盟侠士在“肖双儿”处兑换，恶人谷侠士在“彭露”处兑换。两人可在主城活动区找到，并且节日后也会一直在。	ui\Image\Helper\2011冬至装备1.tga	230品质阵营装备商店部分展示。	ui\Image\Helper\2011冬至装备2.tga	230品质阵营装备商店部分展示。	
223	介绍		ui\Image\Helper\2011冬至.tga						2011春节
224	介绍		ui\Image\Helper\2011新年.tga						江湖闲话辞瑞兔，新春欢庆喜迎龙\n      2012年龙年春节到来之际，春节活动全民乐翻天！宠物翔龙，戒指附魔，新年挂件，压岁大红包等你来拿！神秘宝藏，新春福星等你来寻！更有砸年兽，放花灯等欢乐玩法惊喜呈现！在爆竹声中纵情欢乐，在游戏中亲身体会奇遇，寻福，许愿的喜悦!\n      活动时间：2012.1.16早7点-2012.2.7早7点。\n      参与条件：20级及以上角色。\n      活动奖励：灯龙宝宝、24格包裹、特色挂件、各色烟花、百万金币大奖等你拿。\n      详情请关注官网专题。
225	默认首页								
226	充值抽奖		ui\Image\Helper\2011春节充值抽奖.tga	橙色风暴来袭！现在参与“充值促销”或“改头换面”两大活动即可抽奖获得“小米手机”、“倾橙之恋”、“龙腾大礼包”等精美礼品，参与越多机会越多！活动时间：2012.1.12—2012.2.9维护后。	ui\Image\Helper\2011春节充值1.tga	活动期间，充值游戏时间金额大于或等于60元，即可享受游戏内虚拟物品大派送，精美挂件【双鱼佩囍】、特殊属性马具【橙风】及可修理跟宠【御灯龙】等你拿！同时更可获得“橙色风暴”抽奖机会。充值越多物品越多机会越多！	ui\Image\Helper\2011抽奖脸型.tga	活动期间，在理发店消费通宝更换任意发型或脸型，每满15元即可获得“真橙风暴”抽奖机会一次，多换多得。改头换面，新年新气象！	
